discovery_sequence,program_name,source_url,canonical_url,catalogue_identifier,program_identifier,section_found_in,detected_credentials,classification_evidence,exclusion_reason,classified_at
536,Biomedical Data Analytics (MS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32679&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32679,catoid=22,poid=32679,"Programs, Minors and Certificates","[""MS""]","{""title"": ""Biomedical Data Analytics (MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MS"", ""credential_groups"": [""MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MS""]}",graduate credential(s) ['MS'] in credential field 'MS',2026-07-31T01:26:34Z
537,Biomedical Engineering (MS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32053&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32053,catoid=22,poid=32053,"Programs, Minors and Certificates","[""MS""]","{""title"": ""Biomedical Engineering (MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MS"", ""credential_groups"": [""MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MS""]}",graduate credential(s) ['MS'] in credential field 'MS',2026-07-31T01:26:34Z
538,Biomedical Implants and Tissue Engineering (MS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32576&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32576,catoid=22,poid=32576,"Programs, Minors and Certificates","[""MS""]","{""title"": ""Biomedical Implants and Tissue Engineering (MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MS"", ""credential_groups"": [""MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MS""]}",graduate credential(s) ['MS'] in credential field 'MS',2026-07-31T01:26:34Z
539,Biomedical Sciences (MS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32654&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32654,catoid=22,poid=32654,"Programs, Minors and Certificates","[""MS""]","{""title"": ""Biomedical Sciences (MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MS"", ""credential_groups"": [""MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MS""]}",graduate credential(s) ['MS'] in credential field 'MS',2026-07-31T01:26:34Z
540,Biopharmaceutical Marketing (MS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32524&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32524,catoid=22,poid=32524,"Programs, Minors and Certificates","[""MS""]","{""title"": ""Biopharmaceutical Marketing (MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MS"", ""credential_groups"": [""MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MS""]}",graduate credential(s) ['MS'] in credential field 'MS',2026-07-31T01:26:34Z
541,Biostatistics (MS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32220&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32220,catoid=22,poid=32220,"Programs, Minors and Certificates","[""MS""]","{""title"": ""Biostatistics (MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MS"", ""credential_groups"": [""MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MS""]}",graduate credential(s) ['MS'] in credential field 'MS',2026-07-31T01:26:34Z
544,Business Administration (MS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31632&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31632,catoid=22,poid=31632,"Programs, Minors and Certificates","[""MS""]","{""title"": ""Business Administration (MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MS"", ""credential_groups"": [""MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MS""]}",graduate credential(s) ['MS'] in credential field 'MS',2026-07-31T01:26:34Z
545,Business Analytics (MS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31634&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31634,catoid=22,poid=31634,"Programs, Minors and Certificates","[""MS""]","{""title"": ""Business Analytics (MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MS"", ""credential_groups"": [""MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MS""]}",graduate credential(s) ['MS'] in credential field 'MS',2026-07-31T01:26:34Z
547,Business Law (LLM),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32848&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32848,catoid=22,poid=32848,"Programs, Minors and Certificates","[""LLM""]","{""title"": ""Business Law (LLM)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""LLM"", ""credential_groups"": [""LLM""], ""undergrad_tokens"": [], ""graduate_tokens"": [""LLM""]}",graduate credential(s) ['LLM'] in credential field 'LLM',2026-07-31T01:26:34Z
548,Business Research (MS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31633&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31633,catoid=22,poid=31633,"Programs, Minors and Certificates","[""MS""]","{""title"": ""Business Research (MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MS"", ""credential_groups"": [""MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MS""]}",graduate credential(s) ['MS'] in credential field 'MS',2026-07-31T01:26:34Z
551,Cancer Biology and Molecular Medicine (MS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32921&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32921,catoid=22,poid=32921,"Programs, Minors and Certificates","[""MS""]","{""title"": ""Cancer Biology and Molecular Medicine (MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MS"", ""credential_groups"": [""MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MS""]}",graduate credential(s) ['MS'] in credential field 'MS',2026-07-31T01:26:34Z
552,Cancer Genomics and Bioinformatics (MS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32928&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32928,catoid=22,poid=32928,"Programs, Minors and Certificates","[""MS""]","{""title"": ""Cancer Genomics and Bioinformatics (MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MS"", ""credential_groups"": [""MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MS""]}",graduate credential(s) ['MS'] in credential field 'MS',2026-07-31T01:26:34Z
553,Chemical Engineering (MS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32064&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32064,catoid=22,poid=32064,"Programs, Minors and Certificates","[""MS""]","{""title"": ""Chemical Engineering (MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MS"", ""credential_groups"": [""MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MS""]}",graduate credential(s) ['MS'] in credential field 'MS',2026-07-31T01:26:34Z
554,Choral Music (MM),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32251&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32251,catoid=22,poid=32251,"Programs, Minors and Certificates","[""MM""]","{""title"": ""Choral Music (MM)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MM"", ""credential_groups"": [""MM""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MM""]}",graduate credential(s) ['MM'] in credential field 'MM',2026-07-31T01:26:34Z
555,Cinema and Media Studies (MA),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32450&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32450,catoid=22,poid=32450,"Programs, Minors and Certificates","[""MA""]","{""title"": ""Cinema and Media Studies (MA)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MA"", ""credential_groups"": [""MA""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MA""]}",graduate credential(s) ['MA'] in credential field 'MA',2026-07-31T01:26:34Z
556,"Cinematic Arts (Media Arts, Games and Health) (MA)",https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31667&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31667,catoid=22,poid=31667,"Programs, Minors and Certificates","[""MA""]","{""title"": ""Cinematic Arts (Media Arts, Games and Health) (MA)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MA"", ""credential_groups"": [""MA""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MA""]}",graduate credential(s) ['MA'] in credential field 'MA',2026-07-31T01:26:34Z
557,"Cinematic Arts, Film and Television Production (MFA)",https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31664&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31664,catoid=22,poid=31664,"Programs, Minors and Certificates","[""MFA""]","{""title"": ""Cinematic Arts, Film and Television Production (MFA)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MFA"", ""credential_groups"": [""MFA""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MFA""]}",graduate credential(s) ['MFA'] in credential field 'MFA',2026-07-31T01:26:34Z
558,Civil Engineering (Emerging Technologies in Construction) (MS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32864&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32864,catoid=22,poid=32864,"Programs, Minors and Certificates","[""MS""]","{""title"": ""Civil Engineering (Emerging Technologies in Construction) (MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MS"", ""credential_groups"": [""MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MS""]}",graduate credential(s) ['MS'] in credential field 'MS',2026-07-31T01:26:34Z
559,Civil Engineering (MS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32135&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32135,catoid=22,poid=32135,"Programs, Minors and Certificates","[""MS""]","{""title"": ""Civil Engineering (MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MS"", ""credential_groups"": [""MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MS""]}",graduate credential(s) ['MS'] in credential field 'MS',2026-07-31T01:26:34Z
560,Civil Engineering (Transportation Systems) (MS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32076&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32076,catoid=22,poid=32076,"Programs, Minors and Certificates","[""MS""]","{""title"": ""Civil Engineering (Transportation Systems) (MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MS"", ""credential_groups"": [""MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MS""]}",graduate credential(s) ['MS'] in credential field 'MS',2026-07-31T01:26:34Z
561,Civil Engineering (Water and Waste Management) (MS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32136&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32136,catoid=22,poid=32136,"Programs, Minors and Certificates","[""MS""]","{""title"": ""Civil Engineering (Water and Waste Management) (MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MS"", ""credential_groups"": [""MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MS""]}",graduate credential(s) ['MS'] in credential field 'MS',2026-07-31T01:26:34Z
562,Classics (MA),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31746&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31746,catoid=22,poid=31746,"Programs, Minors and Certificates","[""MA""]","{""title"": ""Classics (MA)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MA"", ""credential_groups"": [""MA""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MA""]}",graduate credential(s) ['MA'] in credential field 'MA',2026-07-31T01:26:34Z
563,Clinical and Experimental Therapeutics (MS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32527&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32527,catoid=22,poid=32527,"Programs, Minors and Certificates","[""MS""]","{""title"": ""Clinical and Experimental Therapeutics (MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MS"", ""credential_groups"": [""MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MS""]}",graduate credential(s) ['MS'] in credential field 'MS',2026-07-31T01:26:34Z
564,Clinical Translational Research (MS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32850&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32850,catoid=22,poid=32850,"Programs, Minors and Certificates","[""MS""]","{""title"": ""Clinical Translational Research (MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MS"", ""credential_groups"": [""MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MS""]}",graduate credential(s) ['MS'] in credential field 'MS',2026-07-31T01:26:34Z
565,Clinical Trial Management (MS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32851&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32851,catoid=22,poid=32851,"Programs, Minors and Certificates","[""MS""]","{""title"": ""Clinical Trial Management (MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MS"", ""credential_groups"": [""MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MS""]}",graduate credential(s) ['MS'] in credential field 'MS',2026-07-31T01:26:34Z
566,Communication (MA),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31961&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31961,catoid=22,poid=31961,"Programs, Minors and Certificates","[""MA""]","{""title"": ""Communication (MA)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MA"", ""credential_groups"": [""MA""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MA""]}",graduate credential(s) ['MA'] in credential field 'MA',2026-07-31T01:26:34Z
567,Communication Data Science (MS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32542&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32542,catoid=22,poid=32542,"Programs, Minors and Certificates","[""MS""]","{""title"": ""Communication Data Science (MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MS"", ""credential_groups"": [""MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MS""]}",graduate credential(s) ['MS'] in credential field 'MS',2026-07-31T01:26:34Z
568,Communication Management (MCG),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31952&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31952,catoid=22,poid=31952,"Programs, Minors and Certificates","[""MCG""]","{""title"": ""Communication Management (MCG)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MCG"", ""credential_groups"": [""MCG""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MCG""]}",graduate credential(s) ['MCG'] in credential field 'MCG',2026-07-31T01:26:34Z
569,Community Music (MM),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32515&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32515,catoid=22,poid=32515,"Programs, Minors and Certificates","[""MM""]","{""title"": ""Community Music (MM)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MM"", ""credential_groups"": [""MM""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MM""]}",graduate credential(s) ['MM'] in credential field 'MM',2026-07-31T01:26:34Z
