sequence_number,program_name,credential,school,catalogue_year,catalogue_identifier,program_identifier,source_url,canonical_url,acquisition_mode,output_filename,content_character_count,content_line_count,content_sha256,file_sha256,source_html_sha256,rendered_dom_sha256,classification_status,extraction_status,retrieved_at
48,Business Administration (International Relations) (BS),BS,,2026-2027,catoid=22,poid=31593,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31593&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31593,direct_html,048_business_administration_bs.txt,4790,131,1db1a37441cda3a175098bb82970afaa93640971a04caf07b007ad8c03f74882,21874f2657a588ceaa02095224aeee4e3132d925b9654d649fd9d745eb8db9dd,e3fb8378e8e0a7b938d2228a6d1ef0ddfbfcfd8b865d358fd70a7ac8de03a4db,,included,complete,2026-07-31T00:50:44Z
49,Business Administration (Leadership and Innovation) (BS),BS,,2026-2027,catoid=22,poid=32696,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32696&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32696,direct_html,049_business_administration_bs.txt,4240,79,af896a0fae1bbcb73a7ab54637463133099ddb3831b94df9349bf9f2cc7cb07f,7724d3bbed50371fd1eaa44617051f568fee13d8a360300e3628c0755892d79c,659c3a4998ffa9ecff11f8146f3390ad191c46257e1e7a85b62c3b1c38ae4d21,,included,complete,2026-07-31T00:50:46Z
50,Business Administration (Marketing) (BS),BS,,2026-2027,catoid=22,poid=32691,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32691&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32691,direct_html,050_business_administration_bs.txt,3384,76,f62ce3a207f73a19705ef86bb5167565a16aaec499aeecb37d49d55865cc0233,6a74bee1f73941b53d8c38b10bbbb5d3c68a450443c37fa52b5d4e15b4796c7c,1ae6cbc421c4f2c0bb429a0f0288a956d885febd26e8e5bfa65c211c6d11b6cc,,included,complete,2026-07-31T00:50:49Z
51,Business Administration (Real Estate Finance) (BS),BS,,2026-2027,catoid=22,poid=31594,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31594&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31594,direct_html,051_business_administration_bs.txt,4705,114,1cfa3ee9c4a9f50de95c69505d34edca0e845d582cd45e974c55a0be5924541c,7230fc87edc9451550005d7eff83b19793b18f0c993490beeccaaf05e2c7c3e3,a272f169ebdeda29077fc5d4666bb2775ceaf6928d3b5bfbd5f268180b362e7e,,included,complete,2026-07-31T00:50:51Z
52,Business Administration (Risk Management) (BS),BS,,2026-2027,catoid=22,poid=32695,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32695&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32695,direct_html,052_business_administration_bs.txt,5225,106,309ecc41ce56080d10a96e9f7ed1c219e9f7589fabbf88a02ae26e428029ef27,47ae3fd5e963e0d081314fcba47b8fea0aa9b90719269cb71121bed2c8ea235d,79395988150cf353c158bdfa4a4f624075229d561ea20451a17658a4becbdc04,,included,complete,2026-07-31T00:50:53Z
53,Business Administration (World Program) (BS),BS,Business Program Freshman Academy,2026-2027,catoid=22,poid=31595,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31595&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31595,direct_html,053_business_administration_bs.txt,6388,155,ed781c2dad51dcd0479afba3aa0884a3b8484a8cf61d4faa621e6ef675a1b464,c8bbc05e5727ae2ed3990183b2d211dd716935e19a6309d0dd06bd0ffeaaa438,e4f9bab35a46d60d10a18ccb1df5781e526c002d7482dbf715d003c830a2dbe0,,included,complete,2026-07-31T00:50:55Z
54,Business of Cinematic Arts (BS),BS,Marshall School of Business,2026-2027,catoid=22,poid=32780,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32780&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32780,direct_html,054_business_of_cinematic_arts_bs.txt,5065,133,b54b8ed42d11923bfc6c81db7fc44b98209133e3d172f0dace75caaff39fb868,913753d61fbd7e69ada1cd31548a7bd0a856a835546d88205b82d0d7cd721e9d,7d8f896baa61d8d03545499c3e90e090e3f28313ef620d87e099a6c82714fa2d,,included,complete,2026-07-31T00:50:57Z
55,Business of Innovation (BS),BS,,2026-2027,catoid=22,poid=32857,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32857&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32857,direct_html,055_business_of_innovation_bs.txt,9480,224,2862683f896f584bd26ee9e44a6c622de241d05def1e44cb4022e74d5489dc9b,08286dba239a33d61a33273a87bbaa764fad7f9da15c724ab4d931c71004345d,6c9bb0e93e26ff60bbb540d66ad40e193947f7680212a7514985c32a2b24a398,,included,complete,2026-07-31T00:50:59Z
56,Central European Studies (BA),BA,,2026-2027,catoid=22,poid=31924,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31924&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31924,direct_html,056_central_european_studies_ba.txt,4178,89,30bd762522798150234a136fb81b3414ce97a2aea579b61192973746ce875e5a,559cb90fc25deeb67e0002cca7ad03a646a2baa8c744524ef887bf419b965671,1469075683fb93b81ea2c873aac5521c157aa984e2982b8bf954623f1818b794,,included,complete,2026-07-31T00:51:04Z
57,Chemical Engineering (BS),BS,,2026-2027,catoid=22,poid=32058,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32058&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32058,direct_html,057_chemical_engineering_bs.txt,3425,102,afcc3c4b63e54dd2dc27a426f0b0d804039a2c99002a9b6c358f2fabdc0e149c,a5ff03725c7bc4d63e8f4c0efdbe3ca819709b9910fc26b4f63f380d08536579,9092a0947caff5e5c18729af15dc966f7ec5356f57c1eadf8efc19414d89c435,,included,complete,2026-07-31T00:51:06Z
58,"Chemical Engineering, Biological and Pharmaceutical Engineering Emphasis (BS)",BS,,2026-2027,catoid=22,poid=32812,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32812&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32812,direct_html,058_chemical_engineering_biological_and_pharmaceutical_engineering_emphasi_bs.txt,3930,105,8d49b1ce18c9c141d842fae5e40d2dea486edabbe1f9cfedba2573d7d37570f0,bc1c26647010d0abf782bd58409a2ad678f419742aed735c232d913c771de2a0,2aa729e3374ab7374a78237ef4a866d0860bf4455696114014e4ea19f8e1dba3,,included,complete,2026-07-31T00:51:09Z
59,"Chemical Engineering, Energy and Sustainability Emphasis (BS)",BS,,2026-2027,catoid=22,poid=32814,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32814&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32814,direct_html,059_chemical_engineering_energy_and_sustainability_emphasis_bs.txt,3708,100,44f2d86fbc6e2b8c59217b095604fcf73ddc5fba62c9bb60149666639bf76a37,2f349ff6ec74d6cb5475bc09c003f7217227b20057e6a5cfd5c6ce98e4713b62,c913f2411af4a20cf88c6b3c0055b521029f1e470191fec7a0585f4b15d2687a,,included,complete,2026-07-31T00:51:12Z
60,"Chemical Engineering, Materials Engineering Emphasis (BS)",BS,,2026-2027,catoid=22,poid=32813,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32813&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32813,direct_html,060_chemical_engineering_materials_engineering_emphasis_bs.txt,3855,103,663f7a14a4836d29a47930e22db1b6bbe31407afbf82bb9dc36403d3ea3ebd3c,d53ce851b7226300d6e61974a5e5deb9fb9672ede0d991851644a7d25f67e126,e681fcea4d303f241478af0c9f684c1d8ce137f893b19d2ca5426d2304c281e8,,included,complete,2026-07-31T00:51:14Z
61,"Chemical Engineering, Petroleum and Subsurface Engineering Emphasis (BS)",BS,,2026-2027,catoid=22,poid=32811,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32811&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32811,direct_html,061_chemical_engineering_petroleum_and_subsurface_engineering_emphasis_bs.txt,3417,93,576387c28475fe3feda9210726afae9df32d9871fc5929cf409e6abd551051d7,e93d7e6a749d24ef17f7f12715da6d7368a9c3e466bfb2d8f4f8c48a2f90f1a5,45477e29853fe291814842186e8bb34f07a60be4376c59103de58cc0927e1af7,,included,complete,2026-07-31T00:51:17Z
62,Chemistry (BA),BA,"USC Dornsife College of Letters, Arts and Sciences, the following courses are require",2026-2027,catoid=22,poid=31738,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31738&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31738,direct_html,062_chemistry_ba.txt,1751,54,54349eef59ea6990e4a5ca1016cce340fdf9337fd633a39557353759bd9ac898,e4101e3de3e818b0cd6a266de0274f096561940c6958cf696a9153d4b9b2d3b0,422100c006ba57c614fd1fc37c6de6329fc6aa9e3dcc4dc4edf221075ad08281,,included,complete,2026-07-31T00:51:18Z
63,Chemistry (BS),BS,,2026-2027,catoid=22,poid=31734,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31734&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31734,direct_html,063_chemistry_bs.txt,2127,55,c949f2de2a51d9f2bdbdb30d99d3d00b9d3ed014062c011a9e320415d7fb4b5e,040af3bbedeb511c9bcdd71d91b8658d05b2c83e08716f718619f7a4ae93c08c,6a7eadb3d77bea9a81c61d6f8a908644817778b5002fdcacd6118737e39f7d38,,included,complete,2026-07-31T00:51:21Z
64,Chemistry (Chemical Biology) (BS),BS,"USC Dornsife College of Letters, Arts and Sciences, the following courses are require",2026-2027,catoid=22,poid=31737,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31737&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31737,direct_html,064_chemistry_bs.txt,2366,68,da56bd05ecd5c4134c9dcd22e7b00dec1d0da26b03ede826260754858897b536,6b54e6ab6bfbf2c642bda9e27fe3238bab22adbf31f3cbf2b2bd3f24c737b788,f70240cc4ca27d46bdf30bc0bb21ab751163f608e68152818df8f6047c27b3b8,,included,complete,2026-07-31T00:51:24Z
65,Chemistry (Chemical Nanoscience) (BS),BS,"USC Dornsife College of Letters, Arts and Sciences, the following courses are require",2026-2027,catoid=22,poid=31736,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31736&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31736,direct_html,065_chemistry_bs.txt,1981,55,b8f1a90a52c4aefb5ca91c6f2ddf6843d46a11676960ec6c911f01e4fb985bb3,1984c0f0f96c46df1d2f0b4955285c83b4c96351e2329858acead38ba98f4e54,e4cb2681429760fcf9524896ebcbf2f706351b1ba7e0be93183d5faef39f09da,,included,complete,2026-07-31T00:51:27Z
66,Chemistry (Research) (BS),BS,"USC Dornsife College of Letters, Arts and Sciences, the following courses are require",2026-2027,catoid=22,poid=31735,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31735&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31735,direct_html,066_chemistry_bs.txt,2130,63,4588e77bd835ff83794d35f338f4144ca0f053960e392f4db5272ebf6f1ef558,afdeae1408fc3667bb46051ba480262963c6816bde73a308adf1eb28e0b1f2ca,98cbc3952d12dde2a0a9ef22a83f30d777b5b4ba40c7da4a63fd49e0c4b3f300,,included,complete,2026-07-31T00:51:30Z
67,Choral Music (BA)*,BA,,2026-2027,catoid=22,poid=32243,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32243&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32243,direct_html,067_choral_music_ba.txt,3549,100,476635691e056a306fcddb6db1be323947364f527171b42783ba0b76795b3b94,aef8e2f3cecbb2d89d3ff6782b612c8ca7444846216b77070536a670177a7cc1,c132492416116d6b9e79594b716093e92acbe165fb4febeab5a52b9b9b27d1b2,,included,complete,2026-07-31T00:51:32Z
68,Choral Music (BM),BM,,2026-2027,catoid=22,poid=32608,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32608&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32608,direct_html,068_choral_music_bm.txt,5537,161,2441d902a4a825a70877a79b53fb07874b11b771cf1b5c6260cea09863e52b3b,fef69e5e41d11f5e860507c484d03ef94647812be8c3a2bfbdb7db238ecbd532,1e455639bd78b00819c8419a626eb3933f4ad2018c24d7254dbc21232c4f5b6b,,included,complete,2026-07-31T00:51:34Z
69,Cinema and Media Studies (BA)*,BA,,2026-2027,catoid=22,poid=32404,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32404&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32404,direct_html,069_cinema_and_media_studies_ba.txt,5332,96,90b46976d612c5680072e6afd4e56913992ff43fd3c4726d33c1aa8a88c61ee7,6ff289fdd6d04def1d27bf7e790d081d58f8a77247062f1aad66f6008749b627,f5bdb729a5b14250dd9f7e428c65b014dc31062c31caf56dbd38aa68d6ffc6c5,,included,complete,2026-07-31T00:51:36Z
70,"Cinematic Arts, Film and Television Production (BA)*",BA,,2026-2027,catoid=22,poid=31662,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31662&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31662,direct_html,070_cinematic_arts_film_and_television_production_ba.txt,7920,136,42a519945f67607bf04089c10c662bd8cca8481b088ebff491801f2776760d37,c950b95a0040e5deba9308a0a9d8ded645fa2ed7a123872779918dae41e7ab4f,572dc02baed44eba23708e1aeb853ab9f5b3670e21980375f42e680c9c3798a5,,included,complete,2026-07-31T00:51:38Z
71,"Cinematic Arts, Film and Television Production (BFA)",BFA,,2026-2027,catoid=22,poid=31663,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31663&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31663,direct_html,071_cinematic_arts_film_and_television_production_bfa.txt,9245,167,e4f4ef2a1ebb1e22f26d5fdc3e82251ba24737c3587989b97c4e7a90bdd461b6,d46ab5355046eaf8f885c47464cd9984975006b2553f57efd1b3eca92bdcc402,d07deb12aa79681c21353f1f751724932677050ae38ca44dea67e17d8e347445,,included,complete,2026-07-31T00:51:39Z
72,Civil Engineering (BS),BS,,2026-2027,catoid=22,poid=32433,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32433&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32433,direct_html,072_civil_engineering_bs.txt,4749,149,d6e8baf3450a7415088a55d1b6149b25ac9b1494e49f3662b47bcac56ad05d7f,826311909cd97a409ceb217ccb788f8bd981d1ae5578e66a7511b11117e4604a,a62fa256a9eea86b30f2cd632a8fca5408d9d5f21d7a0afb6826045fa26a8c09,,included,complete,2026-07-31T00:51:42Z
73,"Civil Engineering, Building Science Emphasis (BS)",BS,,2026-2027,catoid=22,poid=32434,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32434&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32434,direct_html,073_civil_engineering_building_science_emphasis_bs.txt,4241,130,7151d25f751da64a45f86bddbf903b618cf782517c83bd5f735a3484ec63d17c,0badf8601d791e8e5972455a77f70bc7431ae9b2ddcb95a3fd135888c399cab5,418f152158aee24dae289af4bc6c412e0cc0cd023f45ef15c0428646394859d6,,included,complete,2026-07-31T00:51:44Z
74,"Civil Engineering, Construction Engineering and Management Emphasis (BS)",BS,,2026-2027,catoid=22,poid=32626,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32626&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32626,direct_html,074_civil_engineering_construction_engineering_and_management_emphasis_bs.txt,4745,147,40b78bc1212e7757f5a6c887b666b921f3c67c9016a933fc322fd757d299193b,b9b9d6d5287b472581e6dffb77cfc7f18e82f84f7bdc17fcce1aae2bfabe68d5,bf530bfc68fd909762d7bac82b2a987daad56dd3c0b85f4ed6382bbb49e28be9,,included,complete,2026-07-31T00:51:46Z
75,"Civil Engineering, Environmental Engineering Emphasis (BS)",BS,,2026-2027,catoid=22,poid=32435,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32435&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32435,direct_html,075_civil_engineering_environmental_engineering_emphasis_bs.txt,3774,127,6f176a718e8a649c525ae8a0fb1146cb9b17f76937e1fef14b898542ccfdc304,176235a161dcea6344e17f18aa583f4884005c2fa1349d7dd3ef7076c24e82bc,57307d174873f6ec27ac0aa12553a50101b19cc0e1b83b5f44e094dd3f10d5dc,,included,complete,2026-07-31T00:51:54Z
76,"Civil Engineering, Structural Engineering Emphasis (BS)",BS,,2026-2027,catoid=22,poid=32436,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32436&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32436,direct_html,076_civil_engineering_structural_engineering_emphasis_bs.txt,4087,128,f4888bc7957505e271016d19b329d6df238c3c330d43de1a3f30ad5d2ff520c1,a0f7675c057e3b717fea242f3b129002a4fe10b7f71229e4d3533c7bdceaf321,91e13cf457b75e90c485ad43c3fc2150238fae4119532b142231901cf28d7d48,,included,complete,2026-07-31T00:51:56Z
77,"Civil Engineering, Water Resources Engineering Emphasis (BS)",BS,,2026-2027,catoid=22,poid=32628,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32628&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32628,direct_html,077_civil_engineering_water_resources_engineering_emphasis_bs.txt,4411,138,6b85e223567f74a897185af7a9d4fc137bb5ab91b11016f18e19ca17c197927b,91f4970be760692385d6d65ed4fa92d990873bc9f9332a236bae90c97ae57bb6,6b6d6b2aea7e45e508cc75dfc40f29c6449d299fbc949aa0912cdf325717fe9e,,included,complete,2026-07-31T00:51:59Z
78,Classics (BA),BA,,2026-2027,catoid=22,poid=31744,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31744&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31744,direct_html,078_classics_ba.txt,3795,119,dcc69861ae4d5cc2a6b29f64863833585d3c2c580c38a2836a52cca8015fbcb0,adc53a32df13b3163ef6670bc3a3d9f29d121705dabd6f4a721db3c3836e20df,cb95a38a9bccb8c6e74d0f7ac947b4b732881eb0e25ee96a32d4d29c7ace88e7,,included,complete,2026-07-31T00:52:05Z
79,Cognitive Science (BA),BA,,2026-2027,catoid=22,poid=31909,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31909&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31909,direct_html,079_cognitive_science_ba.txt,13770,388,923f33ac30270ec8150b5fb71c6ec28bdaeb196d166442e93e561d3fff623860,f2aa37697c182d9372ecda878f6bc1c4f49056104779bb62717d9a838ddbd676,f0f85c214fc4d966e1e063e3a5251a07d5015b8d5954f92e1ae87c43a45bc42b,,included,complete,2026-07-31T00:52:08Z
80,Communication (BA)*,BA,,2026-2027,catoid=22,poid=31947,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31947&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31947,direct_html,080_communication_ba.txt,4216,102,e406cd6d4f8cb685cc1e620a0361c6c14ca6785ac8dfbeecefd24dcf44b1d9fe,bfa12e323b0bac7859716fb4cfa972a180d157bf02ca9d719d29659da5cf75c4,744dbe28bb9097190e458db2c5fd6e7ba2ebb5c823a70fe124f509eb6729ff31,,included,complete,2026-07-31T00:52:10Z
81,Comparative Literature (BA),BA,,2026-2027,catoid=22,poid=31748,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31748&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31748,direct_html,081_comparative_literature_ba.txt,6950,155,974fe1f01de5135e967927a4ed37956946678ae42ff39f2dc327f0fcd200326b,1af07fe867bcaa2f3726e8d00ef72396ad909ff1a9177e5f8c23bea99421661c,5369264f50fd3192ada0e1fd170e3b069face74678cd7c71cb679182cafb8942,,included,complete,2026-07-31T00:52:12Z
82,Composition (BM),BM,,2026-2027,catoid=22,poid=32229,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32229&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32229,direct_html,082_composition_bm.txt,6404,179,3b0a918deb9a963eaed7eb4d590e2d621b04a61991af045626676c9f0185fc54,23ff140778156712912240ec685c47a38c4551155522e737b09b17d5200fc418,3aa519ce880c9912cb4312c47328cf7f29a5c39f1d318b0851d2b6ceaf331a25,,included,complete,2026-07-31T00:52:15Z
83,Computational Linguistics (BS),BS,,2026-2027,catoid=22,poid=32478,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32478&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32478,direct_html,083_computational_linguistics_bs.txt,3020,112,1e5f0f245b0c68d2c0f3639de386b41c3c7103343126720000cffe5aa939b5eb,fa42c955bc23eb5e21a659b90edb2a6718412c0a2d5ff41cec139a442cbcd2cd,985d57f70bb209d135796904eac58b97f43f8a6a6dd9f693e7c1d7e48e7a5405,,included,complete,2026-07-31T00:52:19Z
84,Computational Neuroscience (BS),BS,,2026-2027,catoid=22,poid=31871,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31871&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31871,direct_html,084_computational_neuroscience_bs.txt,7594,173,ce74326602832f5eb75ffd6c8ff0d28082ac917a1b6e62b0b2c36e81bb159ca2,009bf3d323e48f1fb7da0be61607b3cd4c11aba9e615829aa876b74be4397c6c,493ac8a36f9a023cd23998f935133c72b8dce4bcc6cac8adeb5e125fe5c469aa,,included,complete,2026-07-31T00:52:21Z
85,Computer Engineering and Computer Science (BS),BS,Viterbi First-Year Academy,2026-2027,catoid=22,poid=32083,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32083&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32083,direct_html,085_computer_engineering_and_computer_science_bs.txt,4377,152,9cd3de5c4a56c50d53da5b185ab7adfcae1e7efe51add324133f0ace545bc832,783b04f153dadf1b8a709b55740062bac1db6e267d092d2a50efc74f3b074b5c,e9c27788f85be189d296891d13bf61cb2234e85f631b411a767156c85bf8be24,,included,complete,2026-07-31T00:52:23Z
